Team,Year,Season,Medal Count
Switzerland,1992,Winter,1
Switzerland,1994,Winter,8
Switzerland,1996,Summer,11
Switzerland,1998,Winter,10
Switzerland,2000,Summer,14
Switzerland,2002,Winter,20
Switzerland,2004,Summer,5
Switzerland,2006,Winter,15
Switzerland,2008,Summer,11
Switzerland,2010,Winter,12
Switzerland,2012,Summer,4
Switzerland,2014,Winter,28
Switzerland,2016,Summer,11
Switzerland-1,1924,Winter,4
Switzerland-1,1936,Winter,4
Switzerland-1,1948,Winter,2
Switzerland-1,1952,Winter,6
Switzerland-1,1956,Winter,6
Switzerland-1,1968,Winter,4
Switzerland-1,1972,Winter,6
Switzerland-1,1976,Winter,2
Switzerland-1,1980,Winter,4
Switzerland-1,1984,Winter,4
Switzerland-1,1988,Winter,4
Switzerland-1,1992,Winter,6
Switzerland-1,1994,Winter,6
Switzerland-1,1998,Winter,4
Switzerland-1,2002,Winter,2
Switzerland-1,2006,Winter,6
Switzerland-1,2014,Winter,2
Switzerland-2,1932,Winter,2
Switzerland-2,1936,Winter,6
Switzerland-2,1948,Winter,2
Switzerland-2,1976,Winter,4
Switzerland-2,1980,Winter,2
Switzerland-2,1994,Winter,2
Switzerland-2,2002,Winter,2
Switzerland-2,2004,Summer,2
Sylvia,1928,Summer,6
Symphony,1948,Summer,2
Syria,1984,Summer,1
Syria,1996,Summer,1
Syria,2004,Summer,1
Taifun,1912,Summer,5
Tajikistan,2008,Summer,2
Tajikistan,2012,Summer,1
Tajikistan,2016,Summer,1
Tan-Fe-Pah,1920,Summer,3
Tango,1960,Summer,3
Tanzania,1980,Summer,2
Thailand,1976,Summer,1
Thailand,1984,Summer,1
Thailand,1988,Summer,1
Thailand,1992,Summer,1
Thailand,1996,Summer,2
Thailand,2000,Summer,3
Thailand,2004,Summer,8
Thailand,2008,Summer,4
Thailand,2012,Summer,3
Thailand,2016,Summer,6
Thames Rowing Club,1912,Summer,5
Thessalonki-1,1906,Summer,11
Tip,1956,Summer,3
Togo,2008,Summer,1
Tonga,1996,Summer,1
Tornado,1952,Summer,3
Tornado,1960,Summer,2
Toronto Argonauts,1904,Summer,9
Toronto Argonauts,1908,Summer,9
Trans-Mississippi Golf Association-2,1904,Summer,10
Trinidad and Tobago,1948,Summer,1
Trinidad and Tobago,1952,Summer,2
Trinidad and Tobago,1964,Summer,6
Trinidad and Tobago,1976,Summer,1
Trinidad and Tobago,1996,Summer,2
Trinidad and Tobago,2000,Summer,2
Trinidad and Tobago,2004,Summer,1
Trinidad and Tobago,2008,Summer,6
Trinidad and Tobago,2012,Summer,10
Trinidad and Tobago,2016,Summer,1
Tritons Lillois-2,1900,Summer,5
Tunisia,1964,Summer,2
Tunisia,1968,Summer,2
Tunisia,1972,Summer,1
Tunisia,1996,Summer,1
Tunisia,2008,Summer,1
Tunisia,2012,Summer,3
Tunisia,2016,Summer,3
Turkey,1936,Summer,2
Turkey,1948,Summer,12
Turkey,1952,Summer,3
Turkey,1956,Summer,7
Turkey,1960,Summer,9
Turkey,1964,Summer,6
Turkey,1968,Summer,2
Turkey,1972,Summer,1
Turkey,1984,Summer,3
Turkey,1988,Summer,2
Turkey,1992,Summer,6
Turkey,1996,Summer,6
Turkey,2000,Summer,5
Turkey,2004,Summer,11
Turkey,2008,Summer,7
Turkey,2012,Summer,5
Turkey,2016,Summer,8
Turquoise-1,1900,Summer,1
Tutti V,1928,Summer,5
USFSA,1900,Summer,13
Uganda,1968,Summer,2
Uganda,1972,Summer,2
Uganda,1980,Summer,1
Uganda,1996,Summer,1
Uganda,2012,Summer,1
Ukraine,1994,Winter,2
Ukraine,1996,Summer,34
Ukraine,1998,Winter,1
Ukraine,2000,Summer,35
Ukraine,2004,Summer,47
Ukraine,2006,Winter,1
Ukraine,2008,Summer,31
Ukraine,2012,Summer,26
Ukraine,2014,Winter,5
Ukraine,2016,Summer,15
Ukraine-1,2006,Winter,2
Unified Team,1992,Summer,220
Unified Team,1992,Winter,51
Unified Team-1,1992,Winter,4
Unified Team-2,1992,Winter,4
Union des Socits Franais de Sports Athletiques,1900,Summer,29
United Arab Emirates,2004,Summer,1
United Arab Emirates,2016,Summer,1
United Arab Republic,1960,Summer,2
United States,1896,Summer,20
United States,1900,Summer,45
United States,1904,Summer,199
United States,1906,Summer,24
United States,1908,Summer,65
United States,1912,Summer,107
United States,1920,Summer,194
United States,1924,Summer,174
United States,1924,Winter,12
United States,1928,Summer,88
United States,1928,Winter,4
United States,1932,Summer,170
United States,1932,Winter,20
United States,1936,Summer,96
United States,1936,Winter,12
United States,1948,Summer,143
United States,1948,Winter,6
United States,1952,Summer,122
United States,1952,Winter,22
United States,1956,Summer,121
United States,1956,Winter,22
United States,1960,Summer,120
United States,1960,Winter,25
United States,1964,Summer,159
United States,1964,Winter,6
United States,1968,Summer,166
United States,1968,Winter,7
United States,1972,Summer,171
United States,1972,Winter,24
United States,1976,Summer,164
United States,1976,Winter,9
United States,1980,Winter,30
United States,1984,Summer,352
United States,1984,Winter,7
United States,1988,Summer,207
United States,1988,Winter,5
United States,1992,Summer,222
United States,1992,Winter,14
United States,1994,Winter,19
United States,1996,Summer,255
United States,1998,Winter,30
United States,2000,Summer,240
United States,2002,Winter,70
United States,2004,Summer,259
United States,2006,Winter,48
United States,2008,Summer,309
United States,2010,Winter,89
United States,2012,Summer,238
United States,2014,Winter,52
United States,2016,Summer,256
United States Golf Association-3,1904,Summer,10
United States Virgin Islands,1988,Summer,1
United States-1,1904,Summer,2
United States-1,1924,Summer,4
United States-1,1928,Winter,5
United States-1,1932,Winter,8
United States-1,1936,Winter,2
United States-1,1948,Winter,4
United States-1,1952,Winter,8
United States-1,1956,Winter,4
United States-1,1960,Winter,2
United States-1,1964,Winter,2
United States-1,1976,Winter,2
United States-1,1984,Winter,2
United States-1,1988,Winter,2
United States-1,1992,Summer,2
United States-1,1996,Summer,2
United States-1,1998,Winter,2
United States-1,2000,Summer,2
United States-1,2002,Winter,6
United States-1,2004,Summer,2
United States-1,2006,Winter,4
United States-1,2008,Summer,6
United States-1,2010,Winter,6
United States-1,2012,Summer,8
United States-1,2014,Winter,10
United States-1,2016,Summer,4
United States-2,1904,Summer,2
United States-2,1924,Summer,4
United States-2,1928,Winter,5
United States-2,1932,Winter,6
United States-2,1936,Winter,2
United States-2,1948,Winter,6
United States-2,1996,Summer,2
United States-2,1998,Winter,2
United States-2,2002,Winter,8
United States-2,2004,Summer,2
United States-2,2008,Summer,2
United States-2,2010,Winter,2
United States-2,2012,Summer,2
United States-2,2014,Winter,2
United States-2,2016,Summer,4
United States-3,1904,Summer,2
United States-4,1904,Summer,2
United States/France,1900,Summer,2
United States/Great Britain,1900,Summer,2
Univ. of Brussels,1900,Summer,11
Upton Park FC,1900,Summer,11
Uruguay,1924,Summer,14
Uruguay,1928,Summer,17
Uruguay,1932,Summer,1
Uruguay,1948,Summer,3
Uruguay,1952,Summer,14
Uruguay,1956,Summer,12
Uruguay,1964,Summer,1
Uruguay,2000,Summer,1
Uzbekistan,1994,Winter,1
Uzbekistan,1996,Summer,2
Uzbekistan,2000,Summer,4
Uzbekistan,2004,Summer,5
Uzbekistan,2008,Summer,6
Uzbekistan,2012,Summer,3
Uzbekistan,2016,Summer,13
Venezuela,1952,Summer,1
Venezuela,1960,Summer,1
Venezuela,1968,Summer,1
Venezuela,1976,Summer,1
Venezuela,1980,Summer,1
Venezuela,1984,Summer,3
Venezuela,2004,Summer,2
Venezuela,2008,Summer,1
Venezuela,2012,Summer,1
Venezuela,2016,Summer,3
Venilia,1960,Summer,3
Vesper Boat Club,1900,Summer,9
Vesper Boat Club,1904,Summer,9
Vietnam,2000,Summer,1
Vietnam,2008,Summer,1
Vietnam,2016,Summer,2
Vinga-1,1908,Summer,5
Vision,1956,Summer,4
Wales-4,1908,Summer,11
Wannsee,1936,Summer,2
Web II,1960,Summer,3
West Germany,1968,Summer,51
West Germany,1968,Winter,4
West Germany,1972,Summer,100
West Germany,1972,Winter,2
West Germany,1976,Summer,78
West Germany,1976,Winter,24
West Germany,1980,Winter,8
West Germany,1984,Summer,158
West Germany,1984,Winter,6
West Germany,1988,Summer,115
West Germany,1988,Winter,12
West Germany-1,1968,Winter,6
West Germany-1,1972,Summer,2
West Germany-1,1972,Winter,6
West Germany-1,1976,Winter,8
West Germany-1,1984,Winter,2
West Germany-1,1988,Winter,2
West Germany-2,1972,Winter,2
West Indies Federation,1960,Summer,5
Western Golf Association-1,1904,Summer,10
Western Rowing Club-3,1904,Summer,6
White Lady,1964,Summer,3
Widgeon,1964,Summer,2
Willem-Six,1924,Summer,3
Winnipeg Shamrocks-1,1904,Summer,12
Yugoslavia,1924,Summer,2
Yugoslavia,1928,Summer,12
Yugoslavia,1936,Summer,1
Yugoslavia,1948,Summer,16
Yugoslavia,1952,Summer,24
Yugoslavia,1956,Summer,23
Yugoslavia,1960,Summer,17
Yugoslavia,1964,Summer,15
Yugoslavia,1968,Summer,29
Yugoslavia,1972,Summer,18
Yugoslavia,1976,Summer,19
Yugoslavia,1980,Summer,57
Yugoslavia,1984,Summer,87
Yugoslavia,1984,Winter,1
Yugoslavia,1988,Summer,63
Yugoslavia,1988,Winter,6
Zambia,1984,Summer,1
Zambia,1996,Summer,1
Zimbabwe,1980,Summer,15
Zimbabwe,2004,Summer,3
Zimbabwe,2008,Summer,4
Zut,1908,Summer,3
